Word,Subject,LogRT,Trial,OrthLength,LogFrequency
beven,S33,6.83947643822884,414,5,3.89182029811063
beven,S39,7.39449310721904,430,5,3.89182029811063
beven,S74,7.50714107972761,40,5,3.89182029811063
beven,S57,7.70436116791031,396,5,3.89182029811063
beven,S32,7.646353722446,123,5,3.89182029811063
beven,S61,6.94505106372583,400,5,3.89182029811063
beven,S29,6.59714570188665,425,5,3.89182029811063
beven,S15,7.86288203464149,438,5,3.89182029811063
beven,S28,7.19668657083435,119,5,3.89182029811063
beven,S14,7.68937110752969,494,5,3.89182029811063
beven,S77,7.43720636687129,45,5,3.89182029811063
beven,S62,7.26752542782817,475,5,3.89182029811063
beven,S22,7.7066129139642,116,5,3.89182029811063
beven,S2,6.98378996525813,480,5,3.89182029811063
beven,S27,7.91717198884578,47,5,3.89182029811063
beven,S63,7.2841348061952,38,5,3.89182029811063
beven,S10,6.90575327631146,38,5,3.89182029811063
beven,S43,8.15075647027555,45,5,3.89182029811063
beven,S30,7.92804560087478,494,5,3.89182029811063
beven,S76,7.37588214821501,494,5,3.89182029811063
beven,S78,7.3689704021948,412,5,3.89182029811063
beven,S75,6.8134445995109,97,5,3.89182029811063
beven,S3,7.02375895473844,99,5,3.89182029811063
beven,S59,6.94889722231331,58,5,3.89182029811063
bieden,S32,8.28601746840476,355,6,2.99573227355399
bieden,S65,7.568895663407,151,6,2.99573227355399
bieden,S78,7.6680937090824,178,6,2.99573227355399
bieden,S40,7.55485852104068,511,6,2.99573227355399
bieden,S76,6.45519856334012,470,6,2.99573227355399
bieden,S59,7.50604217851812,90,6,2.99573227355399
bieden,S26,7.46106551435428,405,6,2.99573227355399
bieden,S52,7.62119516280984,301,6,2.99573227355399
bieden,S46,6.5102583405231496,377,6,2.99573227355399
bieden,S74,7.3511582264307,66,6,2.99573227355399
bieden,S71,7.3375877435386,316,6,2.99573227355399
bieden,S53,6.97634807044775,160,6,2.99573227355399
bieden,S28,6.79234442747081,351,6,2.99573227355399
bieden,S51,7.34018683532012,63,6,2.99573227355399
bieden,S67,7.8570938649025,71,6,2.99573227355399
bieden,S35,6.97447891102505,73,6,2.99573227355399
bieden,S58,7.42892719480227,424,6,2.99573227355399
bieden,S47,7.55171221535131,66,6,2.99573227355399
bieden,S70,7.83042561782033,75,6,2.99573227355399
bieden,S27,7.85515700588134,79,6,2.99573227355399
bieden,S77,7.96171881598136,73,6,2.99573227355399
bieden,S61,6.87316383421252,199,6,2.99573227355399
bieden,S10,7.85321638815607,66,6,2.99573227355399
bieden,S57,7.73805229768932,174,6,2.99573227355399
bieden,S14,7.26682734752059,470,6,2.99573227355399
bieden,S43,7.58578882173203,77,6,2.99573227355399
bieden,S21,7.41276401742656,69,6,2.99573227355399
bieden,S75,7.56734567601324,297,6,2.99573227355399
bieden,S18,7.35755620091035,173,6,2.99573227355399
bieden,S31,7.36581283720947,72,6,2.99573227355399
bieden,S2,6.90975328164481,449,6,2.99573227355399
blaffen,S32,7.80261806344267,297,7,4.64439089914137
blaffen,S35,7.03174125876313,344,7,4.64439089914137
blaffen,S79,8.01102337918644,241,7,4.64439089914137
blaffen,S74,7.61184239958042,333,7,4.64439089914137
blaffen,S34,6.7696419768525,185,7,4.64439089914137
blaffen,S39,7.76514490293613,241,7,4.64439089914137
blaffen,S71,7.50659178007084,267,7,4.64439089914137
blaffen,S13,7.49331724886215,241,7,4.64439089914137
blaffen,S40,7.92948652331429,94,7,4.64439089914137
blaffen,S46,7.00124562206948,136,7,4.64439089914137
blaffen,S12,7.05444965813294,261,7,4.64439089914137
blaffen,S26,6.62539236800796,137,7,4.64439089914137
blaffen,S60,7.46794233228585,295,7,4.64439089914137
blaffen,S76,7.57507169950756,185,7,4.64439089914137
blaffen,S48,7.60688453121963,293,7,4.64439089914137
blaffen,S53,6.95939851213398,205,7,4.64439089914137
blaffen,S54,7.24779258176785,143,7,4.64439089914137
blaffen,S62,7.81399567500279,157,7,4.64439089914137
blaffen,S43,7.51860721681525,367,7,4.64439089914137
blaffen,S18,7.37963215260955,227,7,4.64439089914137
blaffen,S78,7.912056888179,235,7,4.64439089914137
blaffen,S49,7.26612877955645,224,7,4.64439089914137
blaffen,S30,6.69208374250663,185,7,4.64439089914137
blaffen,S65,7.23489842031483,193,7,4.64439089914137
blaffen,S64,7.62851762657506,292,7,4.64439089914137
blaffen,S75,7.244941546337,251,7,4.64439089914137
blaffen,S58,7.4187808827508,156,7,4.64439089914137
blaffen,S59,7.4187808827508,372,7,4.64439089914137
blaffen,S3,6.93439720992856,275,7,4.64439089914137
blaffen,S28,6.70318811324086,298,7,4.64439089914137
blaffen,S63,7.1608459066643,319,7,4.64439089914137
blaffen,S69,7.24921505711439,150,7,4.64439089914137
blaffen,S22,6.98471632011827,289,7,4.64439089914137
blaffen,S2,7.650168700845,163,7,4.64439089914137
blaffen,S8,8.2537483433285,177,7,4.64439089914137
blaffen,S21,7.05098944706805,330,7,4.64439089914137
blaffen,S70,7.49220304261874,355,7,4.64439089914137
blaffen,S57,7.3460102099133,227,7,4.64439089914137
blaffen,S31,7.49609734517596,362,7,4.64439089914137
blaffen,S72,7.34794382314869,223,7,4.64439089914137
blaffen,S10,6.94408720822953,336,7,4.64439089914137
blaffen,S47,7.21007962817079,338,7,4.64439089914137
blaffen,S61,7.14834574390007,241,7,4.64439089914137
blaffen,S33,6.87832646829133,241,7,4.64439089914137
blaffen,S27,8.28020423327997,366,7,4.64439089914137
blaffen,S16,7.82244472948932,296,7,4.64439089914137
blaffen,S51,7.56682847920833,333,7,4.64439089914137
blaffen,S52,6.87005341179813,254,7,4.64439089914137
blinken,S58,7.37525577800975,149,7,3.25809653802148
blinken,S48,7.4205789054108,75,7,3.25809653802148
blinken,S32,7.79276172081653,84,7,3.25809653802148
blinken,S31,7.58528107863913,369,7,3.25809653802148
blinken,S10,7.77275271646874,343,7,3.25809653802148
blinken,S73,7.66434663209862,178,7,3.25809653802148
blinken,S46,7.60290046220476,129,7,3.25809653802148
blinken,S63,6.98564181763921,326,7,3.25809653802148
blinken,S7,7.2591161280971,377,7,3.25809653802148
blinken,S69,6.75227037614174,143,7,3.25809653802148
blinken,S27,7.69712131728263,374,7,3.25809653802148
blinken,S78,8.0452677166078,445,7,3.25809653802148
blinken,S68,7.8976681507269,80,7,3.25809653802148
blinken,S72,8.0494270571107,429,7,3.25809653802148
blinken,S79,7.92840602618053,464,7,3.25809653802148
blinken,S54,7.76641689801966,135,7,3.25809653802148
blinken,S61,6.90575327631146,432,7,3.25809653802148
blinken,S62,7.85049318087114,149,7,3.25809653802148
blinken,S47,7.67415292128168,348,7,3.25809653802148
blinken,S20,7.54802896993501,178,7,3.25809653802148
blinken,S22,7.84658997529119,81,7,3.25809653802148
blinken,S66,7.79934339821592,178,7,3.25809653802148
blinken,S8,7.68386398025643,169,7,3.25809653802148
blinken,S16,6.83410873881384,92,7,3.25809653802148
blinken,S12,6.97728134163075,69,7,3.25809653802148
blinken,S35,7.16394668434255,351,7,3.25809653802148
blinken,S34,7.15226885603254,178,7,3.25809653802148
blinken,S65,7.32909373624659,380,7,3.25809653802148
blinken,S51,6.92362862813843,340,7,3.25809653802148
blinken,S77,7.5137092478397,390,7,3.25809653802148
blinken,S52,7.22037383672395,66,7,3.25809653802148
blinken,S53,7.00760061395185,400,7,3.25809653802148
blinken,S64,7.64873978895624,82,7,3.25809653802148
blinken,S59,6.75110146893676,380,7,3.25809653802148
blinken,S13,5.91350300563827,464,7,3.25809653802148
blinken,S28,7.2584121505953,80,7,3.25809653802148
blinken,S43,7.93056585423396,374,7,3.25809653802148
bocht,S28,6.7202201551353,219,5,4.20469261939097
bocht,S22,7.18841273649695,216,5,4.20469261939097
bocht,S20,7.85864065562079,228,5,4.20469261939097
bocht,S34,5.70711026474888,228,5,4.20469261939097
bocht,S61,6.89467003943348,313,5,4.20469261939097
bocht,S63,6.89467003943348,269,5,4.20469261939097
bocht,S52,7.2584121505953,180,5,4.20469261939097
bocht,S40,7.93987157636188,153,5,4.20469261939097
bocht,S74,7.69484807238461,280,5,4.20469261939097
bocht,S72,6.84694313958538,303,5,4.20469261939097
bocht,S12,6.91274282049318,186,5,4.20469261939097
bocht,S39,7.10332206252611,325,5,4.20469261939097
bocht,S10,7.45818615734049,283,5,4.20469261939097
bocht,S46,7.05961762829138,180,5,4.20469261939097
bocht,S73,7.568895663407,228,5,4.20469261939097
bocht,S68,7.10249935577465,215,5,4.20469261939097
bocht,S3,6.80682936039218,187,5,4.20469261939097
bocht,S14,8.09559870137819,228,5,4.20469261939097
bocht,S13,7.81035268372429,319,5,4.20469261939097
bocht,S26,6.49677499018586,184,5,4.20469261939097
bocht,S51,8.1001614469366,280,5,4.20469261939097
bocht,S49,7.14045304310116,309,5,4.20469261939097
bocht,S33,6.86797440897029,320,5,4.20469261939097
bocht,S66,7.9976631270201,228,5,4.20469261939097
bocht,S75,6.85856503479136,178,5,4.20469261939097
bocht,S70,7.1236727852046,306,5,4.20469261939097
bocht,S67,7.71289096149013,307,5,4.20469261939097
bocht,S43,7.84463264446468,308,5,4.20469261939097
bocht,S57,7.90100705199242,303,5,4.20469261939097
bocht,S15,7.37086016653672,197,5,4.20469261939097
bocht,S7,8.1324126745009,310,5,4.20469261939097
bocht,S48,7.84893372636407,210,5,4.20469261939097
bocht,S35,7.48661331313996,293,5,4.20469261939097
bocht,S71,7.63046126178363,194,5,4.20469261939097
